accuracy,relevance,coherence,completeness,fluency,model,dataset,question,agent_id,response
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_5_2,Agent_39,MAISON BLANCHE
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_6_1,Agent_39,ABATTOIR
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_6_2,Agent_39,11EME ARRET
4,4,5,4,4,gemma2:27b,data_pmus_yaounde,q3_1,Agent_39,NON
4,3,4,4,3,gemma2:27b,data_pmus_yaounde,q3_2,Agent_39,PAR BUS AGENCE INTERURBAIN
4,4,4,4,4,gemma2:27b,data_pmus_yaounde,q3_3_1,Agent_39,ACACIA
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q3_3_2,Agent_39,10 IEME ARRET
4,4,2,4,2,gemma2:27b,data_pmus_yaounde,q4_1_a,Agent_39,Veuillez indiquer depuis combien de temps vous attendez.
4,3,4,4,4,gemma2:27b,data_pmus_yaounde,q4_1_b,Agent_39,PLUS DE 20 MINUTES
4,4,2,4,2,gemma2:27b,data_pmus_yaounde,q4_2_a,Agent_39,Veuillez indiquer depuis combien de temps vous attendez.
4,3,3,4,4,gemma2:27b,data_pmus_yaounde,q4_2_b,Agent_39,30 60 MIN
4,4,4,4,4,gemma2:27b,data_pmus_yaounde,q4_3,Agent_39,450.0
4,3,4,4,4,gemma2:27b,data_pmus_yaounde,q4_4,Agent_39,TRAVAIL
2,3,5,4,3,gemma2:27b,data_pmus_yaounde,q4_4_autres,Agent_39,ACHAT
5,3,5,4,4,gemma2:27b,data_pmus_yaounde,q5_1,Agent_39,ENTRE 36 ET 45 ANS
5,3,5,4,4,gemma2:27b,data_pmus_yaounde,q5_2,Agent_39,ENTRE 30 001 ET 100 000
4,4,5,4,4,gemma2:27b,data_pmus_yaounde,q5_3,Agent_39,HOMME
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,centre ville,Agent_40,YAOUNDE
5,4,5,4,4,gemma2:27b,data_pmus_yaounde,q1_1,Agent_40,UN QUARTIER DE LA VILLE DE YAOUNDE
4,4,4,4,4,gemma2:27b,data_pmus_yaounde,q1_1_a,Agent_40,MBANKOLO
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q1_1_b,Agent_40,DERRIERE MRS
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q1_1_c,Agent_40,AFANOYA
5,4,5,4,4,gemma2:27b,data_pmus_yaounde,q1_2,Agent_40,UN QUARTIER DE LA VILLE DE YAOUNDE
4,4,4,4,4,gemma2:27b,data_pmus_yaounde,q1_2_a,Agent_40,MBANKOLO
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q1_2_b,Agent_40,10 IEME ARRET
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q1_3_c,Agent_40,DOUALA
4,3,4,4,3,gemma2:27b,data_pmus_yaounde,q2_1,Agent_40,PAR BUS AGENCE INTERURBAIN
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q2_2_1,Agent_40,NKOBUSON
4,4,3,4,2,gemma2:27b,data_pmus_yaounde,q2_2_2,Agent_40,10 E ARRET
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q2_3_1,Agent_40,0LESOA
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q2_3_2,Agent_40,0NANA
5,4,5,4,4,gemma2:27b,data_pmus_yaounde,q2_3,Agent_40,NON
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_4,Agent_40,PAR BUS AGENCE INTERURBAIN
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_5_1,Agent_40,MBANKOLO
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_5_2,Agent_40,MBANKOLO
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_6_1,Agent_40,MBANKOLO
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_6_2,Agent_40,11EME ARRET
4,4,5,4,4,gemma2:27b,data_pmus_yaounde,q3_1,Agent_40,NON
4,3,4,4,3,gemma2:27b,data_pmus_yaounde,q3_2,Agent_40,PAR BUS AGENCE INTERURBAIN
4,4,4,4,4,gemma2:27b,data_pmus_yaounde,q3_3_1,Agent_40,MBANKOLO
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q3_3_2,Agent_40,10 IEME ARRET
4,4,2,4,2,gemma2:27b,data_pmus_yaounde,q4_1_a,Agent_40,Veuillez indiquer depuis combien de temps vous attendez.
4,3,4,4,4,gemma2:27b,data_pmus_yaounde,q4_1_b,Agent_40,PLUS DE 20 MINUTES
4,4,2,4,2,gemma2:27b,data_pmus_yaounde,q4_2_a,Agent_40,Veuillez indiquer depuis combien de temps vous attendez.
4,3,3,4,4,gemma2:27b,data_pmus_yaounde,q4_2_b,Agent_40,30 60 MIN
4,4,4,4,4,gemma2:27b,data_pmus_yaounde,q4_3,Agent_40,600.0
4,3,4,4,4,gemma2:27b,data_pmus_yaounde,q4_4,Agent_40,TRAVAIL
2,3,5,4,3,gemma2:27b,data_pmus_yaounde,q4_4_autres,Agent_40,ACHAT
5,3,5,4,4,gemma2:27b,data_pmus_yaounde,q5_1,Agent_40,ENTRE 55ANS ET 64 ANS
5,3,5,4,4,gemma2:27b,data_pmus_yaounde,q5_2,Agent_40,ENTRE 30 001 ET 100 000
4,4,5,4,4,gemma2:27b,data_pmus_yaounde,q5_3,Agent_40,HOMME
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,centre ville,Agent_41,YAOUNDE
5,4,5,4,4,gemma2:27b,data_pmus_yaounde,q1_1,Agent_41,UN QUARTIER DE LA VILLE DE YAOUNDE
4,4,4,4,4,gemma2:27b,data_pmus_yaounde,q1_1_a,Agent_41,ABIT
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q1_1_b,Agent_41,10EME ARRET
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q1_1_c,Agent_41,AFANOYA
5,4,5,4,4,gemma2:27b,data_pmus_yaounde,q1_2,Agent_41,UN QUARTIER DE LA VILLE DE YAOUNDE
4,4,4,4,4,gemma2:27b,data_pmus_yaounde,q1_2_a,Agent_41,MOKOLO
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q1_2_b,Agent_41,10 IEME ARRET
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q1_3_c,Agent_41,YAOUNDE
4,3,4,4,3,gemma2:27b,data_pmus_yaounde,q2_1,Agent_41,PAR TAXI
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q2_2_1,Agent_41,MOKOLO
4,4,3,4,2,gemma2:27b,data_pmus_yaounde,q2_2_2,Agent_41,10 E ARRET
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q2_3_1,Agent_41,MOKOLO
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q2_3_2,Agent_41,MOKOLO
5,4,5,4,4,gemma2:27b,data_pmus_yaounde,q2_3,Agent_41,NON
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_4,Agent_41,PAR TAXI
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_5_1,Agent_41,MVOG BETSI
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_5_2,Agent_41,0MPHINE
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_6_1,Agent_41,MOKOLO
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_6_2,Agent_41,11EME ARRET
4,4,5,4,4,gemma2:27b,data_pmus_yaounde,q3_1,Agent_41,NON
4,3,4,4,3,gemma2:27b,data_pmus_yaounde,q3_2,Agent_41,PAR TAXI
4,4,4,4,4,gemma2:27b,data_pmus_yaounde,q3_3_1,Agent_41,VOGTBETI
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q3_3_2,Agent_41,10 IEME ARRET
4,4,2,4,2,gemma2:27b,data_pmus_yaounde,q4_1_a,Agent_41,Veuillez indiquer depuis combien de temps vous attendez.
4,3,4,4,4,gemma2:27b,data_pmus_yaounde,q4_1_b,Agent_41,PLUS DE 20 MINUTES
4,4,2,4,2,gemma2:27b,data_pmus_yaounde,q4_2_a,Agent_41,Veuillez indiquer depuis combien de temps vous attendez.
4,3,3,4,4,gemma2:27b,data_pmus_yaounde,q4_2_b,Agent_41,30 60 MIN
4,4,4,4,4,gemma2:27b,data_pmus_yaounde,q4_3,Agent_41,1250.0
4,3,4,4,4,gemma2:27b,data_pmus_yaounde,q4_4,Agent_41,VISITE FAMILLE
2,3,5,4,3,gemma2:27b,data_pmus_yaounde,q4_4_autres,Agent_41,ACHAT
5,3,5,4,4,gemma2:27b,data_pmus_yaounde,q5_1,Agent_41,ENTRE 36 ET 45 ANS
5,3,5,4,4,gemma2:27b,data_pmus_yaounde,q5_2,Agent_41,ENTRE 300 001 ET 500 000
4,4,5,4,4,gemma2:27b,data_pmus_yaounde,q5_3,Agent_41,HOMME
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,centre ville,Agent_42,YAOUNDE
5,4,5,4,4,gemma2:27b,data_pmus_yaounde,q1_1,Agent_42,UN QUARTIER DE LA VILLE DE YAOUNDE
4,4,4,4,4,gemma2:27b,data_pmus_yaounde,q1_1_a,Agent_42,ABIT
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q1_1_b,Agent_42,SUPER CONFORT
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q1_1_c,Agent_42,AFANOYA
5,4,5,4,4,gemma2:27b,data_pmus_yaounde,q1_2,Agent_42,UN QUARTIER DE LA VILLE DE YAOUNDE
4,4,4,4,4,gemma2:27b,data_pmus_yaounde,q1_2_a,Agent_42,ABOM
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q1_2_b,Agent_42,10 IEME ARRET
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q1_3_c,Agent_42,AFANOYA
4,3,4,4,3,gemma2:27b,data_pmus_yaounde,q2_1,Agent_42,A PIED
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q2_2_1,Agent_42,ABOM
4,4,3,4,2,gemma2:27b,data_pmus_yaounde,q2_2_2,Agent_42,ABOM
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q2_3_1,Agent_42,0LESOA
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q2_3_2,Agent_42,0NANA
5,4,5,4,4,gemma2:27b,data_pmus_yaounde,q2_3,Agent_42,NON
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_4,Agent_42,A PIED
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_5_1,Agent_42,TSINGA
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_5_2,Agent_42,0MPHINE
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_6_1,Agent_42,ONANA
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_6_2,Agent_42,11EME ARRET
4,4,5,4,4,gemma2:27b,data_pmus_yaounde,q3_1,Agent_42,NON
4,3,4,4,3,gemma2:27b,data_pmus_yaounde,q3_2,Agent_42,A PIED
4,4,4,4,4,gemma2:27b,data_pmus_yaounde,q3_3_1,Agent_42,ONANA
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q3_3_2,Agent_42,10 IEME ARRET
4,4,2,4,2,gemma2:27b,data_pmus_yaounde,q4_1_a,Agent_42,Veuillez indiquer depuis combien de temps vous attendez.
4,3,4,4,4,gemma2:27b,data_pmus_yaounde,q4_1_b,Agent_42,PLUS DE 20 MINUTES
4,4,2,4,2,gemma2:27b,data_pmus_yaounde,q4_2_a,Agent_42,Veuillez indiquer depuis combien de temps vous attendez.
4,3,3,4,4,gemma2:27b,data_pmus_yaounde,q4_2_b,Agent_42,30 60 MIN
4,4,4,4,4,gemma2:27b,data_pmus_yaounde,q4_3,Agent_42,300.0
4,3,4,4,4,gemma2:27b,data_pmus_yaounde,q4_4,Agent_42,TRAVAIL
2,3,5,4,3,gemma2:27b,data_pmus_yaounde,q4_4_autres,Agent_42,ACHAT
5,3,5,4,4,gemma2:27b,data_pmus_yaounde,q5_1,Agent_42,ENTRE 55ANS ET 64 ANS
5,3,5,4,4,gemma2:27b,data_pmus_yaounde,q5_2,Agent_42,ENTRE 30 001 ET 100 000
4,4,5,4,4,gemma2:27b,data_pmus_yaounde,q5_3,Agent_42,HOMME
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,centre ville,Agent_43,YAOUNDE
5,4,5,4,4,gemma2:27b,data_pmus_yaounde,q1_1,Agent_43,UN QUARTIER DE LA VILLE DE YAOUNDE
4,4,4,4,4,gemma2:27b,data_pmus_yaounde,q1_1_a,Agent_43,MVOG EKOUSSOU
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q1_1_b,Agent_43,10EME ARRET
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q1_1_c,Agent_43,AFANOYA
5,4,5,4,4,gemma2:27b,data_pmus_yaounde,q1_2,Agent_43,UN QUARTIER DE LA VILLE DE YAOUNDE
4,4,4,4,4,gemma2:27b,data_pmus_yaounde,q1_2_a,Agent_43,ABOM
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q1_2_b,Agent_43,10 IEME ARRET
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q1_3_c,Agent_43,AFANOYA
4,3,4,4,3,gemma2:27b,data_pmus_yaounde,q2_1,Agent_43,PAR BUS AGENCE INTERURBAIN
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q2_2_1,Agent_43,2 CHEVEAU
4,4,3,4,2,gemma2:27b,data_pmus_yaounde,q2_2_2,Agent_43,ABOM
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q2_3_1,Agent_43,0LESOA
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q2_3_2,Agent_43,CAMPUS
5,4,5,4,4,gemma2:27b,data_pmus_yaounde,q2_3,Agent_43,NON
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_4,Agent_43,PAR BUS AGENCE INTERURBAIN
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_5_1,Agent_43,CAMP
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_5_2,Agent_43,0MPHINE
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_6_1,Agent_43,ABATTOIR
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_6_2,Agent_43,11EME ARRET
4,4,5,4,4,gemma2:27b,data_pmus_yaounde,q3_1,Agent_43,NON
4,3,4,4,3,gemma2:27b,data_pmus_yaounde,q3_2,Agent_43,PAR BUS AGENCE INTERURBAIN
4,4,4,4,4,gemma2:27b,data_pmus_yaounde,q3_3_1,Agent_43,OYOM ABANG
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q3_3_2,Agent_43,OYOM ABANG
4,4,2,4,2,gemma2:27b,data_pmus_yaounde,q4_1_a,Agent_43,Veuillez indiquer depuis combien de temps vous attendez.
4,3,4,4,4,gemma2:27b,data_pmus_yaounde,q4_1_b,Agent_43,PLUS DE 20 MINUTES
4,4,2,4,2,gemma2:27b,data_pmus_yaounde,q4_2_a,Agent_43,Veuillez indiquer depuis combien de temps vous attendez.
4,3,3,4,4,gemma2:27b,data_pmus_yaounde,q4_2_b,Agent_43,30 60 MIN
4,4,4,4,4,gemma2:27b,data_pmus_yaounde,q4_3,Agent_43,1350.0
4,3,4,4,4,gemma2:27b,data_pmus_yaounde,q4_4,Agent_43,TRAVAIL
2,3,5,4,3,gemma2:27b,data_pmus_yaounde,q4_4_autres,Agent_43,ACHAT
5,3,5,4,4,gemma2:27b,data_pmus_yaounde,q5_1,Agent_43,ENTRE 36 ET 45 ANS
5,3,5,4,4,gemma2:27b,data_pmus_yaounde,q5_2,Agent_43,ENTRE 300 001 ET 500 000
4,4,5,4,4,gemma2:27b,data_pmus_yaounde,q5_3,Agent_43,FEMME
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,centre ville,Agent_44,YAOUNDE
5,4,5,4,4,gemma2:27b,data_pmus_yaounde,q1_1,Agent_44,UN QUARTIER DE LA VILLE DE YAOUNDE
4,4,4,4,4,gemma2:27b,data_pmus_yaounde,q1_1_a,Agent_44,ABIT
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q1_1_b,Agent_44,10EME ARRET
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q1_1_c,Agent_44,AFANOYA
5,4,5,4,4,gemma2:27b,data_pmus_yaounde,q1_2,Agent_44,UN QUARTIER DE LA VILLE DE YAOUNDE
4,4,4,4,4,gemma2:27b,data_pmus_yaounde,q1_2_a,Agent_44,ABOM
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q1_2_b,Agent_44,10 IEME ARRET
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q1_3_c,Agent_44,AFANOYA
4,3,4,4,3,gemma2:27b,data_pmus_yaounde,q2_1,Agent_44,PAR BUS AGENCE INTERURBAIN
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q2_2_1,Agent_44,2 CHEVEAU
4,4,3,4,2,gemma2:27b,data_pmus_yaounde,q2_2_2,Agent_44,10 E ARRET
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q2_3_1,Agent_44,0LESOA
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q2_3_2,Agent_44,0NANA
5,4,5,4,4,gemma2:27b,data_pmus_yaounde,q2_3,Agent_44,NON
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_4,Agent_44,PAR BUS AGENCE INTERURBAIN
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_5_1,Agent_44,A B0NAS
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_5_2,Agent_44,0MPHINE
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_6_1,Agent_44,NKOM KANA
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_6_2,Agent_44,11EME ARRET
4,4,5,4,4,gemma2:27b,data_pmus_yaounde,q3_1,Agent_44,NON
4,3,4,4,3,gemma2:27b,data_pmus_yaounde,q3_2,Agent_44,PAR BUS AGENCE INTERURBAIN
4,4,4,4,4,gemma2:27b,data_pmus_yaounde,q3_3_1,Agent_44,NKOM KANA
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q3_3_2,Agent_44,NKOM KANA
4,4,2,4,2,gemma2:27b,data_pmus_yaounde,q4_1_a,Agent_44,Veuillez indiquer depuis combien de temps vous attendez.
4,3,4,4,4,gemma2:27b,data_pmus_yaounde,q4_1_b,Agent_44,MOINS DE 5 MIN
4,4,2,4,2,gemma2:27b,data_pmus_yaounde,q4_2_a,Agent_44,Veuillez indiquer depuis combien de temps vous attendez.
4,3,3,4,4,gemma2:27b,data_pmus_yaounde,q4_2_b,Agent_44,15 30 MIN
4,4,4,4,4,gemma2:27b,data_pmus_yaounde,q4_3,Agent_44,1200.0
4,3,4,4,4,gemma2:27b,data_pmus_yaounde,q4_4,Agent_44,D MARCHES ADMINISTRATIVES ET OU SANT
2,3,5,4,3,gemma2:27b,data_pmus_yaounde,q4_4_autres,Agent_44,ACHAT
5,3,5,4,4,gemma2:27b,data_pmus_yaounde,q5_1,Agent_44,ENTRE 55ANS ET 64 ANS
5,3,5,4,4,gemma2:27b,data_pmus_yaounde,q5_2,Agent_44,ENTRE 30 001 ET 100 000
4,4,5,4,4,gemma2:27b,data_pmus_yaounde,q5_3,Agent_44,FEMME
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,centre ville,Agent_45,YAOUNDE
5,4,5,4,4,gemma2:27b,data_pmus_yaounde,q1_1,Agent_45,UN QUARTIER DE LA VILLE DE YAOUNDE
4,4,4,4,4,gemma2:27b,data_pmus_yaounde,q1_1_a,Agent_45,OLEZOA
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q1_1_b,Agent_45,OLEZOA
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q1_1_c,Agent_45,AFANOYA
5,4,5,4,4,gemma2:27b,data_pmus_yaounde,q1_2,Agent_45,UN QUARTIER DE LA VILLE DE YAOUNDE
4,4,4,4,4,gemma2:27b,data_pmus_yaounde,q1_2_a,Agent_45,OLEZOA
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q1_2_b,Agent_45,OLEZOA
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q1_3_c,Agent_45,AFANOYA
4,3,4,4,3,gemma2:27b,data_pmus_yaounde,q2_1,Agent_45,PAR BUS AGENCE INTERURBAIN
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q2_2_1,Agent_45,OLEZOA
4,4,3,4,2,gemma2:27b,data_pmus_yaounde,q2_2_2,Agent_45,OLEZOA
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q2_3_1,Agent_45,OLEZOA
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q2_3_2,Agent_45,0NANA
5,4,5,4,4,gemma2:27b,data_pmus_yaounde,q2_3,Agent_45,NON
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_4,Agent_45,PAR TAXI
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_5_1,Agent_45,OLEZOA
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_5_2,Agent_45,0MPHINE
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_6_1,Agent_45,OLEZOA
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_6_2,Agent_45,11EME ARRET
4,4,5,4,4,gemma2:27b,data_pmus_yaounde,q3_1,Agent_45,NON
4,3,4,4,3,gemma2:27b,data_pmus_yaounde,q3_2,Agent_45,PAR TAXI
4,4,4,4,4,gemma2:27b,data_pmus_yaounde,q3_3_1,Agent_45,OLEZOA
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q3_3_2,Agent_45,10 IEME ARRET
4,4,2,4,2,gemma2:27b,data_pmus_yaounde,q4_1_a,Agent_45,Veuillez indiquer depuis combien de temps vous attendez.
4,3,4,4,4,gemma2:27b,data_pmus_yaounde,q4_1_b,Agent_45,PLUS DE 20 MINUTES
4,4,2,4,2,gemma2:27b,data_pmus_yaounde,q4_2_a,Agent_45,Veuillez indiquer depuis combien de temps vous attendez.
4,3,3,4,4,gemma2:27b,data_pmus_yaounde,q4_2_b,Agent_45,30 60 MIN
4,4,4,4,4,gemma2:27b,data_pmus_yaounde,q4_3,Agent_45,1200.0
4,3,4,4,4,gemma2:27b,data_pmus_yaounde,q4_4,Agent_45,TRAVAIL
2,3,5,4,3,gemma2:27b,data_pmus_yaounde,q4_4_autres,Agent_45,ACHAT
5,3,5,4,4,gemma2:27b,data_pmus_yaounde,q5_1,Agent_45,ENTRE 36 ET 45 ANS
5,3,5,4,4,gemma2:27b,data_pmus_yaounde,q5_2,Agent_45,ENTRE 30 001 ET 100 000
4,4,5,4,4,gemma2:27b,data_pmus_yaounde,q5_3,Agent_45,HOMME
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,centre ville,Agent_46,YAOUNDE
5,4,5,4,4,gemma2:27b,data_pmus_yaounde,q1_1,Agent_46,UN QUARTIER DE LA VILLE DE YAOUNDE
4,4,4,4,4,gemma2:27b,data_pmus_yaounde,q1_1_a,Agent_46,BRASSERIE
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q1_1_b,Agent_46,10EME ARRET
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q1_1_c,Agent_46,AFANOYA
5,4,5,4,4,gemma2:27b,data_pmus_yaounde,q1_2,Agent_46,UN QUARTIER DE LA VILLE DE YAOUNDE
4,4,4,4,4,gemma2:27b,data_pmus_yaounde,q1_2_a,Agent_46,MBANKOLO
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q1_2_b,Agent_46,MBANKOLO
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q1_3_c,Agent_46,AFANOYA
4,3,4,4,3,gemma2:27b,data_pmus_yaounde,q2_1,Agent_46,PAR BUS AGENCE INTERURBAIN
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q2_2_1,Agent_46,MBANKOLO
4,4,3,4,2,gemma2:27b,data_pmus_yaounde,q2_2_2,Agent_46,MBANKOLO
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q2_3_1,Agent_46,MBANKOLO
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q2_3_2,Agent_46,MBANKOLO
5,4,5,4,4,gemma2:27b,data_pmus_yaounde,q2_3,Agent_46,NON
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_4,Agent_46,PAR BUS AGENCE INTERURBAIN
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_5_1,Agent_46,MBANKOLO
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_5_2,Agent_46,MBANKOLO
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_6_1,Agent_46,MBANKOLO
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q2_6_2,Agent_46,11EME ARRET
4,4,5,4,4,gemma2:27b,data_pmus_yaounde,q3_1,Agent_46,NON
4,3,4,4,3,gemma2:27b,data_pmus_yaounde,q3_2,Agent_46,PAR BUS AGENCE INTERURBAIN
4,4,4,4,4,gemma2:27b,data_pmus_yaounde,q3_3_1,Agent_46,MBANKOLO
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q3_3_2,Agent_46,10 IEME ARRET
4,4,2,4,2,gemma2:27b,data_pmus_yaounde,q4_1_a,Agent_46,Veuillez indiquer depuis combien de temps vous attendez.
4,3,4,4,4,gemma2:27b,data_pmus_yaounde,q4_1_b,Agent_46,PLUS DE 20 MINUTES
4,4,2,4,2,gemma2:27b,data_pmus_yaounde,q4_2_a,Agent_46,Veuillez indiquer depuis combien de temps vous attendez.
4,3,3,4,4,gemma2:27b,data_pmus_yaounde,q4_2_b,Agent_46,30 60 MIN
4,4,4,4,4,gemma2:27b,data_pmus_yaounde,q4_3,Agent_46,1800.0
4,3,4,4,4,gemma2:27b,data_pmus_yaounde,q4_4,Agent_46,VISITE FAMILLE
2,3,5,4,3,gemma2:27b,data_pmus_yaounde,q4_4_autres,Agent_46,ACHAT
5,3,5,4,4,gemma2:27b,data_pmus_yaounde,q5_1,Agent_46,ENTRE 18 ET 25 ANS
5,3,5,4,4,gemma2:27b,data_pmus_yaounde,q5_2,Agent_46,ENTRE 30 001 ET 100 000
4,4,5,4,4,gemma2:27b,data_pmus_yaounde,q5_3,Agent_46,HOMME
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,centre ville,Agent_47,YAOUNDE
5,4,5,4,4,gemma2:27b,data_pmus_yaounde,q1_1,Agent_47,UN QUARTIER DE LA VILLE DE YAOUNDE
4,4,4,4,4,gemma2:27b,data_pmus_yaounde,q1_1_a,Agent_47,ABIT
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q1_1_b,Agent_47,10EME ARRET
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q1_1_c,Agent_47,AFANOYA
5,4,5,4,4,gemma2:27b,data_pmus_yaounde,q1_2,Agent_47,UN QUARTIER DE LA VILLE DE YAOUNDE
4,4,4,4,4,gemma2:27b,data_pmus_yaounde,q1_2_a,Agent_47,ABOM
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q1_2_b,Agent_47,10 IEME ARRET
4,4,4,4,3,gemma2:27b,data_pmus_yaounde,q1_3_c,Agent_47,YAOUNDE
4,3,4,4,3,gemma2:27b,data_pmus_yaounde,q2_1,Agent_47,PAR BUS AGENCE INTERURBAIN
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q2_2_1,Agent_47,ABOM
4,4,3,4,2,gemma2:27b,data_pmus_yaounde,q2_2_2,Agent_47,10 E ARRET
4,4,3,4,3,gemma2:27b,data_pmus_yaounde,q2_3_1,Agent_47,0LESOA
