hh_id,num_trips,num_days_complete,person_id,person_num,is_participant,phone_type,relationship,age,r_age,race_1,race_2,race_3,race_4,race_5,race_6,race_997,race_999,r_race,ethnicity_1,ethnicity_2,ethnicity_3,ethnicity_4,ethnicity_5,ethnicity_997,ethnicity_999,r_ethnicity,gender,can_drive,disability,disability_follow_1,disability_follow_2,disability_follow_3,disability_follow_4,disability_follow_5,disability_follow_6,disability_follow_996,disability_follow_999,education,employment,worker,num_jobs,job_type,industry,work_in_region,work_county,work_cms_zone,wfh_policy,commute_freq,telework_freq,r_telework_freq,work_mode,r_work_mode,work_mode_own,work_mode_auto,work_park_loc,work_park_pay,work_park_cost,work_park_amount,work_mode_taxi,work_mode_bus,work_mode_rail,work_mode_ferry,work_mode_bike,work_bike_park,work_mode_scooter,work_scooter_park,student,r_student,school_type,r_school_type,school_in_region,school_county,school_freq,remote_class_freq,school_mode,school_mode_own,school_mode_auto,school_park_loc,school_park_cost,school_park_amount,school_mode_taxi,school_mode_bus,school_mode_rail,school_mode_ferry,school_mode_bike,school_bike_park,school_mode_scooter,school_scooter_park,home_park_1,home_park_2,home_park_3,home_park_pay,home_park_cost,home_park_amount,second_home,second_home_freq,second_home_in_region,second_home_county,share_1,share_2,share_3,share_4,share_5,share_6,share_996,tnc_freq,tnc_purp,carshare_freq,vehicle,bike_freq,bike_purp_1,bike_purp_2,bike_purp_3,bike_purp_4,bike_purp_5,bike_purp_6,bike_purp_997,no_bike_nyc_1,no_bike_nyc_2,no_bike_nyc_3,no_bike_nyc_4,no_bike_nyc_5,no_bike_nyc_6,no_bike_nyc_7,no_bike_nyc_9,no_bike_nyc_997,no_freq_bike_nyc_1,no_freq_bike_nyc_2,no_freq_bike_nyc_3,no_freq_bike_nyc_4,no_freq_bike_nyc_5,no_freq_bike_nyc_6,no_freq_bike_nyc_997,no_freq_bike_nyc_other,bike_stolen,citi_bike_freq,citi_bike_type,citi_bike_pay,citi_bike_alt_mode,no_bike_share_1,no_bike_share_2,no_bike_share_3,no_bike_share_4,no_bike_share_5,no_bike_share_6,no_bike_share_7,no_bike_share_8,no_bike_share_997,micromobility_devices_204,micromobility_devices_83,micromobility_devices_205,micromobility_devices_73,micromobility_devices_206,micromobility_devices_207,micromobility_devices_996,kid_accompany,kid_mode,r_kid_mode,kid_mode_own,kid_mode_auto,kid_mode_taxi,kid_mode_bus,kid_mode_rail,kid_mode_ferry,kid_access,kid_egress,kid_mode_bike,kid_mode_scooter,harassment,harassment_change_1,harassment_change_2,harassment_change_3,harassment_change_4,harassment_change_5,harassment_change_6,harassment_change_7,harassment_change_8,harassment_change_9,harassment_change_10,harassment_change_996,harassment_change_997,person_weight
22145511,2,1,2214551101,1,1,2,0,8,3,0,0,0,0,0,0,0,1,999,0,0,1,0,0,0,0,3,2,3,0,995,995,995,995,995,995,995,995,7,3,1,3,5,17,1,36061.0,4,4,996,996,996,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,1,2,13,6,1,36061.0,996,996,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,0,995,0,,1,0,0,0,1,0,0,6,995,995,995,5,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,995,0,1,995,995,995,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,2,0,0,0,0,0,0,0,0,0,0,1,0,"4,799.304872"
22054081,88,6,2205408101,1,1,995,0,6,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,2,1,0,995,995,995,995,995,995,995,995,6,3,1,1,1,9,1,36047.0,8,2,3,996,996,105,105,995,995,995,995,995,,995,995,30,995,995,995,995,995,1,2,13,6,1,36061.0,3,996,105,995,995,995,995,,995,995,30,995,995,995,995,995,0,0,1,0,995,,0,995,0,,1,0,1,0,0,0,0,5,1,995,6,6,1,1,1,0,0,1,0,995,995,995,995,995,995,995,995,995,0,1,0,0,0,0,0,995,995,4,3,5,105,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,1,0,1,1,0,1,0,0,1,0,0,915.551788
22136642,29,7,2213664201,1,1,1,0,5,2,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,6,1,1,0,995,995,995,995,995,995,995,995,6,1,1,1,5,4,1,36061.0,4,3,3,3,3,105,105,995,995,995,995,995,,995,995,30,995,995,995,995,995,1,2,13,6,1,36047.0,2,6,105,995,995,995,995,,995,995,30,995,995,995,995,995,995,995,995,995,995,,0,995,0,,1,0,0,0,0,0,0,3,2,995,995,6,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,995,995,5,4,1,105,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,3,1,1,1,1,1,0,1,1,1,1,0,0,"5,203.569583"
22126316,1,1,2212631601,1,1,995,0,5,2,0,0,0,0,0,1,0,0,7,0,0,1,0,0,0,0,3,1,1,0,995,995,995,995,995,995,995,995,6,1,1,2,5,14,0,36059.0,11,4,5,1,1,102,102,995,995,995,995,995,,995,23,995,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,0,1,0,1,998,,0,995,0,,1,0,0,0,0,0,0,6,995,995,6,5,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,1,1,0,0,0,1,0,995,0,1,995,995,995,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,1,1,1,0,0,1,0,1,1,0,0,194.1009525
22017713,1,1,2201771301,1,1,1,0,5,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,6,7,1,1,2,1,995,,995,6,3,1,1,102,102,995,995,995,995,995,,995,23,995,995,995,995,995,995,0,1,12,5,1,36005.0,1,1,102,995,995,995,995,,995,23,995,995,995,995,995,995,995,995,995,995,995,,0,995,0,,1,0,0,0,0,0,0,5,7,995,995,996,995,995,995,995,995,995,995,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,0,0,0,0,0,0,0,0,0,0,0,177.4896778
22119081,38,5,2211908101,1,1,995,0,7,3,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,3,1,1,0,995,995,995,995,995,995,995,995,7,1,1,4,5,8,1,36085.0,10,4,5,2,2,100,100,6,995,3,1,995,,995,995,995,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,1,0,0,0,995,,0,995,0,,1,0,0,0,1,0,0,6,995,995,6,6,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,1,1,0,0,0,1,0,995,0,1,995,995,995,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,1,1,0,0,0,0,0,1,1,0,0,323.9862902
22088087,2,1,2208808701,1,1,2,0,5,2,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,1,2,1,0,995,995,995,995,995,995,995,995,7,2,1,2,5,4,1,36047.0,8,2,3,3,3,102,102,995,995,995,995,995,,995,23,995,995,995,995,995,995,0,1,13,6,1,36061.0,3,3,102,995,995,995,995,,995,23,995,995,995,995,995,995,995,995,995,995,995,,0,995,0,,0,0,1,0,0,0,0,995,995,995,995,6,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,995,995,2,3,3,101,995,995,995,995,995,995,995,995,995,0,0,0,1,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,0,0,0,0,0,0,0,0,0,0,0,190.4724085
22099828,20,7,2209982801,1,1,2,0,6,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,3,0,995,995,995,995,995,995,995,995,6,1,1,1,5,7,1,36005.0,2,3,5,1,1,104,104,995,995,995,995,995,,995,995,995,995,995,995,995,995,0,1,13,6,1,36005.0,4,3,105,995,995,995,995,,995,995,30,995,995,995,995,995,995,995,995,995,995,,0,995,0,,1,0,1,0,0,0,0,2,1,995,995,6,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,0,0,0,0,0,1,0,995,995,5,1,1,106,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,1,1,1,0,0,0,0,1,0,0,159.8562678
22074091,3,1,2207409101,1,1,2,0,4,2,1,0,0,0,1,0,0,0,7,1,0,0,0,0,0,0,1,1,3,1,0,1,0,0,0,0,0,0,6,5,0,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,0,1,13,6,1,36061.0,3,5,105,995,995,995,995,,995,995,30,995,995,995,995,995,995,995,995,995,995,,0,995,0,,1,0,1,0,0,0,0,5,1,995,995,6,1,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,1,0,0,0,0,1,0,995,995,5,1,1,996,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,3,0,1,0,0,0,0,0,0,1,1,0,0,167.5346376
22144625,24,7,2214462501,1,1,2,0,6,3,0,0,0,0,0,1,0,0,7,0,0,0,0,1,0,0,5,2,1,0,995,995,995,995,995,995,995,995,3,1,1,1,5,997,0,36119.0,11,2,2,3,3,100,100,6,995,3,1,995,,995,995,995,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,0,0,1,0,995,,0,995,0,,0,0,0,0,0,0,1,995,995,995,6,6,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,1,0,0,0,0,1,0,995,1,6,995,995,106,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,0,0,1,0,0,1,0,1,0,0,0,"2,218.560707"
22064500,1,1,2206450001,1,1,1,0,7,3,0,0,0,0,0,0,0,1,999,0,0,0,0,0,0,1,999,999,1,999,995,995,995,995,995,995,995,995,999,1,1,1,1,14,1,36047.0,8,1,1,995,996,100,100,6,995,3,2,995,,995,995,995,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,0,0,1,0,995,,0,995,0,,0,0,0,0,0,0,1,995,995,995,6,6,0,0,1,0,0,0,1,995,995,995,995,995,995,995,995,995,1,1,0,0,0,0,0,995,0,1,995,995,995,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,1,1,1,0,1,1,0,0,0,0,0,"5,204.129518"
22141006,3,1,2214100601,1,1,2,0,6,3,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,1,1,1,0,995,995,995,995,995,995,995,995,7,1,1,1,5,4,1,36061.0,4,3,2,4,4,107,107,995,995,995,995,995,,995,995,995,995,995,995,204,997,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,0,1,0,0,995,,0,995,0,,1,0,1,0,0,0,0,4,7,995,6,5,1,0,0,1,0,1,0,995,995,995,995,995,995,995,995,995,1,0,0,0,1,1,0,995,995,3,2,2,106,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,1,1,1,1,0,0,0,1,0,0,0,"13,812.33557"
22091118,2,1,2209111801,1,1,2,0,6,3,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,5,1,1,0,995,995,995,995,995,995,995,995,7,1,1,1,5,4,0,36119.0,11,3,4,2,2,100,100,6,995,4,1,995,,995,995,995,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,0,0,1,0,995,,1,1,1,36061.0,1,0,1,0,0,0,0,3,50,995,6,6,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,1,1,0,0,0,0,0,995,0,5,1,1,1,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,2,0,1,0,0,0,0,0,0,0,0,0,0,413.9480551
22099709,38,5,2209970901,1,1,995,0,8,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,0,2,3,1,1,2,12,995,,995,3,3,996,996,100,100,6,995,4,1,995,,995,995,995,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,0,0,1,0,995,,0,995,0,,1,0,0,0,0,0,0,6,995,995,6,3,0,0,1,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,995,995,995,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,3,0,0,0,0,0,0,0,0,1,0,0,0,"1,329.695232"
22000768,73,5,2200076801,1,1,995,0,6,3,0,0,0,0,1,0,0,0,5,0,0,0,1,0,1,0,7,1,3,1,0,0,1,0,0,0,0,0,6,1,1,1,1,14,1,36047.0,8,1,1,995,996,105,105,995,995,995,995,995,,995,995,30,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,0,995,0,,1,0,0,0,0,0,0,3,2,995,995,6,0,1,0,0,0,0,0,995,995,995,995,995,995,995,995,995,1,1,0,0,0,1,1,995,995,5,1,5,1,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,3,1,1,1,1,1,1,1,0,1,1,0,0,203.7610143
22143744,33,5,2214374401,1,1,2,0,5,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,6,1,1,0,995,995,995,995,995,995,995,995,6,1,1,1,1,8,1,36081.0,6,1,1,995,996,100,100,6,995,3,2,995,,995,995,995,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,1,0,0,0,995,,1,2,1,36081.0,0,0,0,0,0,0,1,995,995,995,6,6,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,0,0,0,0,0,1,0,995,0,1,995,995,995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,1,1,1,1,1,1,1,0,0,0,"2,537.807989"
22128168,50,7,2212816801,1,1,995,0,7,3,0,0,0,0,1,0,1,0,7,0,0,0,0,0,1,0,6,2,1,0,995,995,995,995,995,995,995,995,7,3,1,2,5,7,1,36081.0,7,4,5,3,3,102,102,995,995,995,995,995,,995,23,995,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,0,995,0,,1,0,0,0,0,0,0,5,2,995,995,5,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,0,1,1,0,0,1,1,995,0,6,995,995,105,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,3,0,0,0,0,1,0,1,0,1,0,0,1,"3,374.985728"
22032905,76,7,2203290501,1,1,995,0,5,2,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,1,1,1,0,995,995,995,995,995,995,995,995,6,1,1,1,1,997,1,36061.0,3,1,1,995,996,105,105,995,995,995,995,995,,995,995,30,995,995,995,995,995,0,1,13,6,1,36061.0,1,996,105,995,995,995,995,,995,995,30,995,995,995,995,995,0,1,0,1,3,9.9,0,995,0,,1,0,0,0,0,0,0,6,995,995,6,5,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,1,1,1,0,0,0,0,995,0,1,995,995,995,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,3,0,1,1,1,1,0,0,0,1,1,0,0,198.8853827
22073366,45,6,2207336601,1,1,995,0,6,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,1,0,995,995,995,995,995,995,995,995,5,1,1,1,1,8,1,36061.0,4,1,1,995,996,105,105,995,995,995,995,995,,995,995,30,995,995,995,995,995,4,1,11,4,0,,995,1,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,1,2,1,36061.0,0,0,0,0,0,0,1,995,995,995,995,6,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,0,1,0,0,0,0,0,995,0,1,995,995,995,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,1,0,0,0,0,0,0,0,0,0,0,"2,149.912411"
22128210,23,6,2212821001,1,1,995,0,6,3,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,1,0,995,995,995,995,995,995,995,995,7,1,1,1,5,15,1,36061.0,4,3,4,1,1,100,100,7,995,4,4,1,3.3,995,995,995,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,1,0,0,0,995,,0,995,0,,1,0,0,0,0,0,0,6,995,995,7,5,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,1,1,0,0,0,1,1,995,0,1,995,995,995,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,2,0,0,0,1,1,0,0,0,0,0,0,0,186.1156531
22095948,21,7,2209594801,1,1,995,0,8,3,0,0,0,0,0,1,0,0,7,0,0,1,0,0,0,0,3,1,3,1,0,0,1,0,0,0,0,0,6,7,1,1,3,15,995,,995,995,995,995,1,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,0,995,0,,1,0,0,0,0,0,0,5,1,995,995,6,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,0,0,0,1,1,0,0,995,995,1,995,995,995,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,1,1,0,1,0,0,0,1,1,0,0,286.3603787
22114555,2,1,2211455501,1,1,1,0,8,3,0,0,0,0,0,0,0,1,999,0,0,0,0,0,0,1,999,2,1,999,995,995,995,995,995,995,995,995,3,1,1,1,1,997,1,36081.0,5,1,1,995,996,100,100,7,995,4,1,995,,995,995,995,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,1,0,0,1,3,200.0,1,2,0,,0,0,0,0,0,0,1,995,995,995,7,6,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,1,0,0,0,0,1,0,995,0,1,995,995,995,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,3,0,0,0,0,0,0,0,0,1,0,0,0,174.4162499
22109269,21,1,2210926901,1,1,1,0,5,2,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,0,1,1,1,0,995,995,995,995,995,995,995,995,3,2,1,3,4,10,995,,995,995,1,995,996,102,102,995,995,995,995,995,,995,23,995,995,995,995,995,995,0,1,11,4,1,36081.0,1,996,106,995,995,995,995,,49,995,995,995,995,995,995,995,0,1,0,1,3,39.5,1,4,1,36081.0,1,0,0,0,0,0,0,4,3,995,6,996,995,995,995,995,995,995,995,1,0,0,1,0,0,1,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,0,0,1,0,"2,637.460742"
22110898,26,7,2211089801,1,1,995,0,6,3,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,1,0,995,995,995,995,995,995,995,995,7,1,1,2,1,8,0,36103.0,11,1,1,995,996,100,100,6,995,3,1,995,,995,995,995,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,1,0,0,1,3,202.0,0,995,0,,1,0,1,0,0,0,0,5,50,995,6,5,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,1,0,1,0,0,0,0,995,0,5,4,4,100,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,1,1,1,1,1,0,1,1,1,0,0,"12,963.46155"
22046490,26,7,2204649001,1,1,995,0,5,2,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,1,4,1,1,0,0,0,1,0,0,0,0,6,3,1,1,5,9,0,36047.0,8,996,3,3,3,103,103,995,995,995,995,995,,995,995,995,995,202,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,0,995,0,,1,0,1,0,0,0,0,3,1,995,995,3,1,1,1,1,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,3,4,2,106,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,0,0,1,0,209.2730847
22049679,2,6,2204967901,1,1,995,0,8,3,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,3,8,1,1,995,9,995,,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,0,1,0,1,3,303.05,0,995,0,,1,0,1,0,0,0,0,3,7,995,6,5,1,1,1,1,0,1,0,995,995,995,995,995,995,995,995,995,0,0,1,0,0,0,1,995,0,4,3,2,105,995,995,995,995,995,995,995,995,995,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,1,1,1,0,0,0,0,1,0,0,0,595.731856
22066064,4,4,2206606401,1,1,995,0,5,2,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,1,2,1,999,995,995,995,995,995,995,995,995,999,1,1,1,1,10,1,36047.0,9,1,1,995,996,107,107,995,995,995,995,995,,995,995,995,995,995,995,204,5,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,0,0,1,0,995,,0,995,0,,0,0,0,0,0,0,1,995,995,995,996,6,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,0,0,0,0,0,1,0,995,1,1,995,995,995,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,1,1,0,0,0,0,0,0,0,"5,440.301216"
22073799,41,7,2207379901,1,1,995,0,6,3,0,0,0,0,0,0,0,1,999,0,0,0,0,0,0,1,999,999,1,0,995,995,995,995,995,995,995,995,6,1,1,1,5,1,1,36061.0,4,5,5,2,2,105,105,995,995,995,995,995,,995,995,30,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,1,0,0,0,995,,0,995,0,,1,0,0,0,0,0,0,6,995,995,6,5,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,1,1,1,0,0,0,0,995,1,6,995,995,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,1,1,1,1,1,1,1,1,0,0,0,"2,464.981915"
22031052,23,7,2203105201,1,1,2,0,5,2,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,5,1,1,0,995,995,995,995,995,995,995,995,7,1,1,1,1,7,1,36005.0,2,1,1,995,996,106,106,995,995,995,995,995,,49,995,995,995,995,995,995,995,1,2,13,6,1,36061.0,6,4,102,995,995,995,995,,995,38,995,995,995,995,995,995,1,0,0,1,3,252.5,0,995,0,,1,0,0,0,0,0,0,3,2,995,996,996,995,995,995,995,995,995,995,0,0,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,1,0,1,0,0,1,0,1,0,0,0,"2,696.311583"
22007982,7,4,2200798201,1,1,995,0,6,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,5,2,1,1,1,4,1,36061.0,4,1,3,3,3,105,105,995,995,995,995,995,,995,995,30,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,995,,0,995,0,,1,0,0,0,0,0,0,3,2,995,995,6,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,0,1,0,1,1,0,0,995,995,4,4,1,105,995,995,995,995,995,995,995,995,995,0,1,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,1,1,0,0,0,1,0,1,0,0,0,212.2939007
22145346,99,7,2214534601,1,1,2,0,6,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,2,1,1,1,2,5,995,,995,1,1,995,996,102,102,995,995,995,995,995,,995,55,995,995,995,995,995,995,2,3,995,995,995,,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,1,0,0,1,3,101.04,1,2,1,36005.0,1,0,1,0,0,0,0,1,60,995,7,2,0,0,0,1,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,3,3,3,106,995,995,995,995,995,995,995,995,995,0,0,0,1,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,4,995,995,995,995,995,995,995,995,995,995,995,995,"1,093.298741"
22008079,24,7,2200807901,1,1,995,0,4,2,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,2,3,999,995,995,995,995,995,995,995,995,3,6,0,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,1,2,11,4,1,36005.0,1,996,105,995,995,995,995,,995,995,30,995,995,995,995,995,995,995,995,995,995,,1,2,1,36005.0,1,0,0,0,0,0,0,6,995,995,995,6,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,0,0,0,0,0,1,0,995,0,1,995,995,995,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,1,0,0,0,0,0,0,0,0,0,211.161433
22056392,56,7,2205639201,1,1,995,0,4,2,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,1,999,1,0,995,995,995,995,995,995,995,995,6,2,1,3,1,5,1,36061.0,4,3,3,996,996,103,103,995,995,995,995,995,,995,995,995,995,2,5,995,995,0,1,12,5,1,36061.0,1,4,103,995,995,995,995,,995,995,995,995,2,5,995,995,995,995,995,995,995,,0,995,0,,0,0,0,0,0,0,1,995,995,995,995,1,1,1,1,1,0,1,1,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,1,995,995,995,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,995,995,995,995,995,995,995,995,995,995,995,995,995,4,995,995,995,995,995,995,995,995,995,995,995,995,461.3403574
