model,dataset,question,agent_id,response,accuracy,relevance,coherence,completeness,fluency
gemma2:9b,data_VTC_survey,nb_enfants_menage,Agent_49,Valeur entière positive ou nulle (0 si aucun enfant). Doit être ≤ nb_pers_menage.,5,5,5,4,4
gemma2:9b,data_VTC_survey,nb_enfants_menage_14,Agent_49,Valeur entière positive ou nulle (0 si aucun). Doit être ≤ nb_enfants_menage.,5,5,5,4,4
gemma2:9b,data_VTC_survey,date_der_dep_vtc,Agent_49,Il y a moins de 12 mois,4,4,4,3,3
gemma2:9b,data_VTC_survey,der_dep_vtc_agglo_res_on,Agent_49,Oui,5,5,5,3,3
gemma2:9b,data_VTC_survey,agglo_der_dep,Agent_49,Agglomération parisienne,4,4,4,3,3
gemma2:9b,data_VTC_survey,agglo_der_dep_autre,Agent_49,Champ texte libre — nom de la ville ou agglomération si la réponse à 'agglo_der_dep' est 'Ailleurs en France'.,2,2,2,1,2
gemma2:9b,data_VTC_survey,app_der_dep_vtc_on,Agent_49,Oui,5,5,5,3,3
gemma2:9b,data_VTC_survey,app_der_dep_vtc,Agent_49,FreeNow,4,4,4,3,3
gemma2:9b,data_VTC_survey,app_der_dep_vtc_autre,Agent_49,Champ texte libre — nom de l'application VTC si la réponse à 'app_der_dep_vtc' est 'Autre'.,2,2,2,1,2
gemma2:9b,data_VTC_survey,prix_estime_trajet_vtc_20min,Agent_49,Valeur numérique en euros (€),4,4,4,3,3
gemma2:9b,data_VTC_survey,avis_prix_estime_trajet_vtc_20min,Agent_49,Adéquat,4,4,4,3,3
gemma2:9b,data_VTC_survey,prix_estime_trajet_taxi_20min,Agent_49,Valeur numérique en euros (€),4,4,4,3,3
gemma2:9b,data_VTC_survey,avis_prix_estime_trajet_taxi_20min,Agent_49,Adéquat,4,4,4,3,3
gemma2:9b,data_VTC_survey,nb_voitures,Agent_49,Mon ménage ne possède pas ce type de véhicule,4,4,4,3,3
gemma2:9b,data_VTC_survey,nb_voitures_hybride_ou_elec,Agent_49,1,5,5,5,3,3
gemma2:9b,data_VTC_survey,nb_2rm,Agent_49,1,5,5,5,3,3
gemma2:9b,data_VTC_survey,nb_velo_meca,Agent_49,1,5,5,5,3,3
gemma2:9b,data_VTC_survey,nb_velo_elec,Agent_49,1,5,5,5,3,3
gemma2:9b,data_VTC_survey,nb_trot_meca,Agent_49,Mon ménage ne possède pas ce type de véhicule,4,4,4,3,3
gemma2:9b,data_VTC_survey,nb_trot_elec,Agent_49,Mon ménage ne possède pas ce type de véhicule,4,4,4,3,3
gemma2:9b,data_VTC_survey,permis_conduire_1,Agent_49,Non,5,5,5,3,3
gemma2:9b,data_VTC_survey,permis_conduire_2,Agent_49,Non,5,5,5,3,3
gemma2:9b,data_VTC_survey,temps_marche_bus,Agent_49,Entre 5 et 10 minutes,4,4,4,3,3
gemma2:9b,data_VTC_survey,temps_marche_tram,Agent_49,Entre 5 et 10 minutes,4,4,4,3,3
gemma2:9b,data_VTC_survey,temps_marche_metro,Agent_49,Entre 5 et 10 minutes,4,4,4,3,3
gemma2:9b,data_VTC_survey,temps_marche_gare,Agent_49,Entre 5 et 10 minutes,4,4,4,3,3
gemma2:9b,data_VTC_survey,abo_tc,Agent_49,Oui,5,5,5,3,3
gemma2:9b,data_VTC_survey,velo_trott_lld,Agent_49,Non,5,5,5,3,3
gemma2:9b,data_VTC_survey,vtc_dispo,Agent_49,Oui,5,5,5,3,3
gemma2:9b,data_VTC_survey,taxi_dispo,Agent_49,Oui,5,5,5,3,3
gemma2:9b,data_VTC_survey,freq_marche,Agent_49,2 à 3 fois par semaine,4,4,4,3,3
gemma2:9b,data_VTC_survey,freq_vp_cond,Agent_49,2 à 3 fois par mois,4,4,4,3,3
gemma2:9b,data_VTC_survey,freq_vp_passager,Agent_49,2 à 3 fois par mois,4,4,4,3,3
gemma2:9b,data_VTC_survey,freq_voit_loc,Agent_49,2 à 3 fois par mois,4,4,4,3,3
gemma2:9b,data_VTC_survey,freq_drm_perso,Agent_49,2 à 3 fois par mois,4,4,4,3,3
gemma2:9b,data_VTC_survey,freq_drm_partage,Agent_49,2 à 3 fois par mois,4,4,4,3,3
gemma2:9b,data_VTC_survey,freq_velo_perso,Agent_49,2 à 3 fois par mois,4,4,4,3,3
gemma2:9b,data_VTC_survey,freq_velo_partage,Agent_49,2 à 3 fois par mois,4,4,4,3,3
gemma2:9b,data_VTC_survey,freq_trott_partage,Agent_49,2 à 3 fois par mois,4,4,4,3,3
gemma2:9b,data_VTC_survey,freq_tc,Agent_49,2 à 3 fois par semaine,4,4,4,3,3
gemma2:9b,data_VTC_survey,freq_taxi,Agent_49,2 à 3 fois par mois,4,4,4,3,3
gemma2:9b,data_VTC_survey,freq_vtc,Agent_49,2 à 3 fois par mois,4,4,4,3,3
gemma2:9b,data_VTC_survey,freq_maas,Agent_49,2 à 3 fois par semaine,4,4,4,3,3
gemma2:9b,data_VTC_survey,motif_der_dep_vtc,Agent_49,Déplacement professionnel,4,4,4,3,3
gemma2:9b,data_VTC_survey,motif_der_dep_vtc_autre,Agent_49,Champ texte libre — précision du motif si la réponse à 'motif_der_dep_vtc' est 'Autre'.,2,2,2,1,2
gemma2:9b,data_VTC_survey,prix_der_dep_vtc,Agent_49,Entre 20 et 25 €,4,4,4,3,3
gemma2:9b,data_VTC_survey,duree_der_dep_vtc,Agent_49,Entre 15 et 20 minutes,4,4,4,3,3
gemma2:9b,data_VTC_survey,quels_modes_de_transport_avez-vous_utili1,Agent_49,"Les transports en commun (métro, tram, bus, RER)",4,4,4,3,3
gemma2:9b,data_VTC_survey,quels_modes_de_transport_avez-vous_utili2,Agent_49,"Les transports en commun (métro, tram, bus, RER)",4,4,4,3,3
gemma2:9b,data_VTC_survey,quels_modes_de_transport_avez-vous_utili3,Agent_49,"Les transports en commun (métro, tram, bus, RER)",4,4,4,3,3
gemma2:9b,data_VTC_survey,quels_modes_de_transport_avez-vous_autre,Agent_49,Champ texte libre — précision du mode de transport si 'Autre' a été sélectionné.,2,2,2,1,2
gemma2:9b,data_VTC_survey,renoncement_der_dep_vtc,Agent_49,Oui,5,5,5,3,3
gemma2:9b,data_VTC_survey,report_modal_der_dep_vtc,Agent_49,Autre,4,4,4,3,3
gemma2:9b,data_VTC_survey,report_modal_der_dep_vtc_autre,Agent_49,Champ texte libre — précision du moyen de transport alternatif si la réponse à 'report_modal_der_dep_vtc' est 'Autre'.,2,2,2,1,2
gemma2:9b,data_VTC_survey,raison_vtc_der_dep_vtc1,Agent_49,"C’était plus pratique (j’avais des bagages, …)",4,4,4,3,3
gemma2:9b,data_VTC_survey,raison_vtc_der_dep_vtc2,Agent_49,"C’était plus pratique (j’avais des bagages, …)",4,4,4,3,3
gemma2:9b,data_VTC_survey,raison_vtc_der_dep_vtc3,Agent_49,"C’était plus pratique (j’avais des bagages, …)",4,4,4,3,3
gemma2:9b,data_VTC_survey,raison_vtc_der_dep_vtc_autre,Agent_49,Champ texte libre — précision de la raison si 'Autre' a été sélectionné dans 'raison_vtc_der_dep_vtc'.,2,2,2,1,2
gemma2:9b,data_VTC_survey,raison_non_usage_vtc1,Agent_49,Je préfère le taxi,4,4,4,3,3
gemma2:9b,data_VTC_survey,raison_non_usage_vtc2,Agent_49,Je préfère le taxi,4,4,4,3,3
gemma2:9b,data_VTC_survey,raison_non_usage_vtc3,Agent_49,Je préfère le taxi,4,4,4,3,3
gemma2:9b,data_VTC_survey,raison_non_usage_vtc_autre,Agent_49,Champ texte libre — précision de la raison si 'Autre' a été sélectionné dans 'raison_non_usage_vtc'.,2,2,2,1,2
gemma2:9b,data_VTC_survey,raison_non_usage_vtc_depuis_der_dep1,Agent_49,Je préfère le taxi,4,4,4,3,3
gemma2:9b,data_VTC_survey,raison_non_usage_vtc_depuis_der_dep2,Agent_49,Je préfère le taxi,4,4,4,3,3
gemma2:9b,data_VTC_survey,raison_non_usage_vtc_depuis_der_dep3,Agent_49,Je préfère le taxi,4,4,4,3,3
gemma2:9b,data_VTC_survey,raison_non_usage_vtc_depuis_der_de_autre,Agent_49,Champ texte libre — précision de la raison si 'Autre' a été sélectionné dans 'raison_non_usage_vtc_depuis_der_dep'.,2,2,2,1,2
gemma2:9b,data_VTC_survey,mauvaise_exp1,Agent_49,Le chauffeur a eu une conduite dangereuse,4,4,4,3,3
gemma2:9b,data_VTC_survey,mauvaise_exp2,Agent_49,Le chauffeur a eu une conduite dangereuse,4,4,4,3,3
gemma2:9b,data_VTC_survey,mauvaise_exp3,Agent_49,Le chauffeur a eu une conduite dangereuse,4,4,4,3,3
gemma2:9b,data_VTC_survey,mauvaise_exp_autre,Agent_49,Champ texte libre — description de la mauvaise expérience si 'Autre' a été sélectionné dans 'mauvaise_exp'.,2,2,2,1,2
gemma2:9b,data_VTC_survey,trajet_domtrav_dometudes,Agent_49,Souvent,4,4,4,3,3
gemma2:9b,data_VTC_survey,accompagnement_proche,Agent_49,Exceptionnellement,4,4,4,3,3
gemma2:9b,data_VTC_survey,visite_proche,Agent_49,Exceptionnellement,4,4,4,3,3
gemma2:9b,data_VTC_survey,dep_pro,Agent_49,Souvent,4,4,4,3,3
gemma2:9b,data_VTC_survey,loisir,Agent_49,Exceptionnellement,4,4,4,3,3
gemma2:9b,data_VTC_survey,aeroport,Agent_49,Souvent,4,4,4,3,3
gemma2:9b,data_VTC_survey,gare_ou_tc,Agent_49,Souvent,4,4,4,3,3
gemma2:9b,data_VTC_survey,voyage_mode_principal,Agent_49,Exceptionnellement,4,4,4,3,3
gemma2:9b,data_VTC_survey,courses_ou_achats,Agent_49,Exceptionnellement,4,4,4,3,3
gemma2:9b,data_VTC_survey,courses_conventionnees,Agent_49,Exceptionnellement,4,4,4,3,3
gemma2:9b,data_VTC_survey,demarches_admin,Agent_49,Exceptionnellement,4,4,4,3,3
gemma2:9b,data_VTC_survey,raisons_usagevtc_potentiel1,Agent_49,Service de meilleur rapport qualité/prix par rapport aux taxis,4,4,4,3,3
gemma2:9b,data_VTC_survey,raisons_usagevtc_potentiel2,Agent_49,Service de meilleur rapport qualité/prix par rapport aux taxis,4,4,4,3,3
gemma2:9b,data_VTC_survey,raisons_usagevtc_potentiel3,Agent_49,Service de meilleur rapport qualité/prix par rapport aux taxis,4,4,4,3,3
gemma2:9b,data_VTC_survey,raisons_usagevtc_potentiel_autre,Agent_49,Champ texte libre — précision de la raison si 'Autre' a été sélectionné dans 'raisons_usagevtc_potentiel'.,2,2,2,1,2
gemma2:9b,data_VTC_survey,services_vtc_potentiels1,Agent_49,Acceptation des animaux à bord,4,4,4,3,3
gemma2:9b,data_VTC_survey,services_vtc_potentiels2,Agent_49,Acceptation des animaux à bord,4,4,4,3,3
gemma2:9b,data_VTC_survey,services_vtc_potentiels3,Agent_49,Acceptation des animaux à bord,4,4,4,3,3
gemma2:9b,data_VTC_survey,services_vtc_potentiels_autre,Agent_49,Champ texte libre — description du service souhaité si 'Autre' a été sélectionné dans 'services_vtc_potentiels'.,2,2,2,1,2
gemma2:9b,data_VTC_survey,date_der_dep_taxi,Agent_49,Il y a plus de 12 mois,4,4,4,3,3
gemma2:9b,data_VTC_survey,lieu_der_dep_taxi_jamaisvtc,Agent_49,Dans mon agglomération de résidence,4,4,4,3,3
gemma2:9b,data_VTC_survey,motif_der_dep_taxi_jamaisvtc,Agent_49,Déplacement professionnel,4,4,4,3,3
gemma2:9b,data_VTC_survey,motif_der_dep_taxi_jamaisvtc_autre,Agent_49,Champ texte libre — précision du motif si la réponse à 'motif_der_dep_taxi_jamaisvtc' est 'Autre'.,2,2,2,1,2
gemma2:9b,data_VTC_survey,prix_der_dep_taxi_jamaisvtc,Agent_49,Entre 15 et 20 €,4,4,4,3,3
gemma2:9b,data_VTC_survey,duree_der_dep_taxi_jamaisvtc,Agent_49,Entre 15 et 20 minutes,4,4,4,3,3
gemma2:9b,data_VTC_survey,motif_der_dep_taxi_pasvtc_res,Agent_49,Déplacement professionnel,4,4,4,3,3
gemma2:9b,data_VTC_survey,motif_der_dep_taxi_pasvtc_res_autre,Agent_49,Champ texte libre — précision du motif si la réponse à 'motif_der_dep_taxi_pasvtc_res' est 'Autre'.,2,2,2,1,2
gemma2:9b,data_VTC_survey,prix_der_dep_taxi_pasvtc_res,Agent_49,Entre 15 et 20 €,4,4,4,3,3
gemma2:9b,data_VTC_survey,duree_der_dep_taxi_pasvtc_res,Agent_49,Entre 15 et 20 minutes,4,4,4,3,3
gemma2:9b,data_VTC_survey,future_mobilite_envisagee,Agent_49,Je n'envisage pas de changements particuliers,4,4,4,3,3
gemma2:9b,data_VTC_survey,future_mobilite_envisagee_autre,Agent_49,Champ texte libre — précision du changement envisagé si la réponse à 'future_mobilite_envisagee' est 'Autre'.,2,2,2,1,2
gemma2:9b,data_VTC_survey,demotorisation_potentielle,Agent_49,Non,5,5,5,3,3
gemma2:9b,data_VTC_survey,raison_demoto_circulation,Agent_49,Plutôt d'accord,4,4,4,3,3
gemma2:9b,data_VTC_survey,raison_demoto_stationnement,Agent_49,Plutôt d'accord,4,4,4,3,3
gemma2:9b,data_VTC_survey,raison_demoto_changement,Agent_49,Plutôt d'accord,4,4,4,3,3
gemma2:9b,data_VTC_survey,raison_demoto_moyens_financiers,Agent_49,Plutôt d'accord,4,4,4,3,3
gemma2:9b,data_VTC_survey,raison_demoto_panne_ou_trop_vieux,Agent_49,Plutôt d'accord,4,4,4,3,3
gemma2:9b,data_VTC_survey,raison_demoto_pref_tc,Agent_49,Plutôt d'accord,4,4,4,3,3
gemma2:9b,data_VTC_survey,raison_demoto_pref_velo_ou_marche,Agent_49,Plutôt d'accord,4,4,4,3,3
gemma2:9b,data_VTC_survey,raison_demoto_pref_taxi_ou_vtc,Agent_49,Plutôt d'accord,4,4,4,3,3
gemma2:9b,data_VTC_survey,raison_demoto_pref_mobilite_partagee,Agent_49,Plutôt d'accord,4,4,4,3,3
gemma2:9b,data_VTC_survey,demenagement_potentiel,Agent_49,Non,5,5,5,3,3
gemma2:9b,data_VTC_survey,aire_urbaine_demenagement_potentiel,Agent_49,Aire urbaine de Paris,4,4,4,3,3
gemma2:9b,data_VTC_survey,situation_agglo_demenagement_potentiel,Agent_49,En première couronne d'une agglomération,4,4,4,3,3
gemma2:9b,data_VTC_survey,situation_agglo_demenagement_poten_autre,Agent_49,Champ texte libre — précision de la situation dans l'agglomération si la réponse à 'situation_agglo_demenagement_potentiel' est 'Autre'.,2,2,2,1,2
gemma2:9b,data_VTC_survey,tc_destination_demenagement_potentiel,Agent_49,Aussi bien desservie,4,4,4,3,3
gemma2:9b,data_VTC_survey,zfe_on,Agent_49,Oui,5,5,5,3,3
gemma2:9b,data_VTC_survey,zfe_adaptation1,Agent_49,J’adapterai mes horaires de déplacement,4,4,4,3,3
gemma2:9b,data_VTC_survey,zfe_adaptation2,Agent_49,J’adapterai mes horaires de déplacement,4,4,4,3,3
gemma2:9b,data_VTC_survey,zfe_adaptation3,Agent_49,J’adapterai mes horaires de déplacement,4,4,4,3,3
gemma2:9b,data_VTC_survey,zfe_adaptation_autre,Agent_49,Champ texte libre — précision de la stratégie d'adaptation si 'Autre' a été sélectionné dans 'zfe_adaptation'.,2,2,2,1,2
gemma2:9b,data_VTC_survey,revenus,Agent_49,De 7 000 € à 8 000 €,4,4,4,3,3
gemma2:9b,data_VTC_survey,cat_csp,Agent_49,Cadre,4,4,4,3,3
gemma2:9b,data_VTC_survey,cat_age,Agent_49,50-59 ans,4,4,4,3,3
gemma2:9b,data_VTC_survey,cat_aire_urbaine,Agent_49,Aire urbaine de plus de 200 000 habitants (hors Paris),4,4,4,3,3
gemma2:9b,data_VTC_survey,poids_redressement,Agent_49,Je ne suis pas sûr de comprendre la question. Pourriez-vous la reformuler s'il vous plaît ?,5,5,5,4,4
gemma2:9b,data_VTC_survey,genre,Agent_50,Une femme,4,4,4,3,3
gemma2:9b,data_VTC_survey,genre_autre,Agent_50,Champ texte libre — précision du genre si la réponse à 'genre' est 'Autre'.,2,2,2,1,2
gemma2:9b,data_VTC_survey,age,Agent_50,Valeur entière en années révolues (ex. : 34).,4,4,4,3,3
gemma2:9b,data_VTC_survey,diplome,Agent_50,"Bac +2 (BTS, DUT)",4,4,4,3,3
gemma2:9b,data_VTC_survey,diplome_autre,Agent_50,Champ texte libre — précision du diplôme si la réponse à 'diplome' est 'Autre'.,2,2,2,1,2
gemma2:9b,data_VTC_survey,situation_professionnelle,Agent_50,Actif.ve à temps partiel (-32 h / semaine),4,4,4,3,3
gemma2:9b,data_VTC_survey,csp,Agent_50,Profession intermédiaire,4,4,4,3,3
gemma2:9b,data_VTC_survey,compo_menage,Agent_50,En couple avec enfant(s),4,4,4,3,3
gemma2:9b,data_VTC_survey,compo_menage_autre,Agent_50,Champ texte libre — précision de la composition du ménage si la réponse à 'compo_menage' est 'Autre'.,2,2,2,1,2
gemma2:9b,data_VTC_survey,nb_pers_menage,Agent_50,Valeur entière positive ≥ 1,4,4,4,3,3
gemma2:9b,data_VTC_survey,nb_enfants_menage,Agent_50,Valeur entière positive ou nulle (0 si aucun enfant). Doit être ≤ nb_pers_menage.,5,5,5,4,4
gemma2:9b,data_VTC_survey,nb_enfants_menage_14,Agent_50,Valeur entière positive ou nulle (0 si aucun). Doit être ≤ nb_enfants_menage.,5,5,5,4,4
gemma2:9b,data_VTC_survey,date_der_dep_vtc,Agent_50,Il y a plus de 12 mois,4,4,4,3,3
gemma2:9b,data_VTC_survey,der_dep_vtc_agglo_res_on,Agent_50,Oui,5,5,5,3,3
gemma2:9b,data_VTC_survey,agglo_der_dep,Agent_50,Agglomération bordelaise,4,4,4,3,3
gemma2:9b,data_VTC_survey,agglo_der_dep_autre,Agent_50,Champ texte libre — nom de la ville ou agglomération si la réponse à 'agglo_der_dep' est 'Ailleurs en France'.,2,2,2,1,2
gemma2:9b,data_VTC_survey,app_der_dep_vtc_on,Agent_50,Oui,5,5,5,3,3
gemma2:9b,data_VTC_survey,app_der_dep_vtc,Agent_50,AlloCab,4,4,4,3,3
gemma2:9b,data_VTC_survey,app_der_dep_vtc_autre,Agent_50,Champ texte libre — nom de l'application VTC si la réponse à 'app_der_dep_vtc' est 'Autre'.,2,2,2,1,2
gemma2:9b,data_VTC_survey,prix_estime_trajet_vtc_20min,Agent_50,Valeur numérique en euros (€),4,4,4,3,3
gemma2:9b,data_VTC_survey,avis_prix_estime_trajet_vtc_20min,Agent_50,Adéquat,4,4,4,3,3
gemma2:9b,data_VTC_survey,prix_estime_trajet_taxi_20min,Agent_50,Valeur numérique en euros (€),4,4,4,3,3
gemma2:9b,data_VTC_survey,avis_prix_estime_trajet_taxi_20min,Agent_50,Adéquat,4,4,4,3,3
gemma2:9b,data_VTC_survey,nb_voitures,Agent_50,2,4,4,4,3,3
gemma2:9b,data_VTC_survey,nb_voitures_hybride_ou_elec,Agent_50,2,4,4,4,3,3
gemma2:9b,data_VTC_survey,nb_2rm,Agent_50,1,5,5,5,3,3
gemma2:9b,data_VTC_survey,nb_velo_meca,Agent_50,1,5,5,5,3,3
gemma2:9b,data_VTC_survey,nb_velo_elec,Agent_50,1,5,5,5,3,3
gemma2:9b,data_VTC_survey,nb_trot_meca,Agent_50,Mon ménage ne possède pas ce type de véhicule,4,4,4,3,3
gemma2:9b,data_VTC_survey,nb_trot_elec,Agent_50,Mon ménage ne possède pas ce type de véhicule,4,4,4,3,3
gemma2:9b,data_VTC_survey,permis_conduire_1,Agent_50,Non,5,5,5,3,3
gemma2:9b,data_VTC_survey,permis_conduire_2,Agent_50,Non,5,5,5,3,3
gemma2:9b,data_VTC_survey,temps_marche_bus,Agent_50,Entre 5 et 10 minutes,4,4,4,3,3
gemma2:9b,data_VTC_survey,temps_marche_tram,Agent_50,Entre 5 et 10 minutes,4,4,4,3,3
gemma2:9b,data_VTC_survey,temps_marche_metro,Agent_50,Entre 5 et 10 minutes,4,4,4,3,3
gemma2:9b,data_VTC_survey,temps_marche_gare,Agent_50,Entre 5 et 10 minutes,4,4,4,3,3
gemma2:9b,data_VTC_survey,abo_tc,Agent_50,Oui,5,5,5,3,3
gemma2:9b,data_VTC_survey,velo_trott_lld,Agent_50,Non,5,5,5,3,3
gemma2:9b,data_VTC_survey,vtc_dispo,Agent_50,Oui,5,5,5,3,3
gemma2:9b,data_VTC_survey,taxi_dispo,Agent_50,Oui,5,5,5,3,3
gemma2:9b,data_VTC_survey,freq_marche,Agent_50,2 à 3 fois par mois,4,4,4,3,3
gemma2:9b,data_VTC_survey,freq_vp_cond,Agent_50,2 à 3 fois par mois,4,4,4,3,3
gemma2:9b,data_VTC_survey,freq_vp_passager,Agent_50,2 à 3 fois par mois,4,4,4,3,3
gemma2:9b,data_VTC_survey,freq_voit_loc,Agent_50,2 à 3 fois par mois,4,4,4,3,3
gemma2:9b,data_VTC_survey,freq_drm_perso,Agent_50,2 à 3 fois par mois,4,4,4,3,3
gemma2:9b,data_VTC_survey,freq_drm_partage,Agent_50,2 à 3 fois par mois,4,4,4,3,3
gemma2:9b,data_VTC_survey,freq_velo_perso,Agent_50,2 à 3 fois par mois,4,4,4,3,3
gemma2:9b,data_VTC_survey,freq_velo_partage,Agent_50,2 à 3 fois par mois,4,4,4,3,3
gemma2:9b,data_VTC_survey,freq_trott_partage,Agent_50,2 à 3 fois par mois,4,4,4,3,3
gemma2:9b,data_VTC_survey,freq_tc,Agent_50,2 à 3 fois par mois,4,4,4,3,3
gemma2:9b,data_VTC_survey,freq_taxi,Agent_50,2 à 3 fois par mois,4,4,4,3,3
gemma2:9b,data_VTC_survey,freq_vtc,Agent_50,2 à 3 fois par mois,4,4,4,3,3
gemma2:9b,data_VTC_survey,freq_maas,Agent_50,2 à 3 fois par mois,4,4,4,3,3
gemma2:9b,data_VTC_survey,motif_der_dep_vtc,Agent_50,Déplacement domicile-travail ou domicile-études,4,4,4,3,3
gemma2:9b,data_VTC_survey,motif_der_dep_vtc_autre,Agent_50,Champ texte libre — précision du motif si la réponse à 'motif_der_dep_vtc' est 'Autre'.,2,2,2,1,2
gemma2:9b,data_VTC_survey,prix_der_dep_vtc,Agent_50,Entre 15 et 20 €,4,4,4,3,3
gemma2:9b,data_VTC_survey,duree_der_dep_vtc,Agent_50,Entre 15 et 20 minutes,4,4,4,3,3
gemma2:9b,data_VTC_survey,quels_modes_de_transport_avez-vous_utili1,Agent_50,"Les transports en commun (métro, tram, bus, RER)",4,4,4,3,3
gemma2:9b,data_VTC_survey,quels_modes_de_transport_avez-vous_utili2,Agent_50,"Les transports en commun (métro, tram, bus, RER)",4,4,4,3,3
gemma2:9b,data_VTC_survey,quels_modes_de_transport_avez-vous_utili3,Agent_50,"Les transports en commun (métro, tram, bus, RER)",4,4,4,3,3
gemma2:9b,data_VTC_survey,quels_modes_de_transport_avez-vous_autre,Agent_50,Champ texte libre — précision du mode de transport si 'Autre' a été sélectionné.,2,2,2,1,2
gemma2:9b,data_VTC_survey,renoncement_der_dep_vtc,Agent_50,Non,5,5,5,3,3
gemma2:9b,data_VTC_survey,report_modal_der_dep_vtc,Agent_50,Autre,4,4,4,3,3
gemma2:9b,data_VTC_survey,report_modal_der_dep_vtc_autre,Agent_50,Champ texte libre — précision du moyen de transport alternatif si la réponse à 'report_modal_der_dep_vtc' est 'Autre'.,2,2,2,1,2
gemma2:9b,data_VTC_survey,raison_vtc_der_dep_vtc1,Agent_50,"C’était plus pratique (j’avais des bagages, …)",4,4,4,3,3
gemma2:9b,data_VTC_survey,raison_vtc_der_dep_vtc2,Agent_50,"C’était plus pratique (j’avais des bagages, …)",4,4,4,3,3
gemma2:9b,data_VTC_survey,raison_vtc_der_dep_vtc3,Agent_50,"C’était plus pratique (j’avais des bagages, …)",4,4,4,3,3
gemma2:9b,data_VTC_survey,raison_vtc_der_dep_vtc_autre,Agent_50,Champ texte libre — précision de la raison si 'Autre' a été sélectionné dans 'raison_vtc_der_dep_vtc'.,2,2,2,1,2
gemma2:9b,data_VTC_survey,raison_non_usage_vtc1,Agent_50,Je préfère d'autres moyens de transport,4,4,4,3,3
gemma2:9b,data_VTC_survey,raison_non_usage_vtc2,Agent_50,Je préfère d'autres moyens de transport,4,4,4,3,3
gemma2:9b,data_VTC_survey,raison_non_usage_vtc3,Agent_50,Je préfère d'autres moyens de transport,4,4,4,3,3
gemma2:9b,data_VTC_survey,raison_non_usage_vtc_autre,Agent_50,Champ texte libre — précision de la raison si 'Autre' a été sélectionné dans 'raison_non_usage_vtc'.,2,2,2,1,2
gemma2:9b,data_VTC_survey,raison_non_usage_vtc_depuis_der_dep1,Agent_50,Je préfère d’autres moyens de transport,4,4,4,3,3
gemma2:9b,data_VTC_survey,raison_non_usage_vtc_depuis_der_dep2,Agent_50,Je préfère d’autres moyens de transport,4,4,4,3,3
gemma2:9b,data_VTC_survey,raison_non_usage_vtc_depuis_der_dep3,Agent_50,Je préfère d’autres moyens de transport,4,4,4,3,3
gemma2:9b,data_VTC_survey,raison_non_usage_vtc_depuis_der_de_autre,Agent_50,Champ texte libre — précision de la raison si 'Autre' a été sélectionné dans 'raison_non_usage_vtc_depuis_der_dep'.,2,2,2,1,2
gemma2:9b,data_VTC_survey,mauvaise_exp1,Agent_50,Je ne sais plus,4,4,4,3,3
gemma2:9b,data_VTC_survey,mauvaise_exp2,Agent_50,Je ne sais plus,4,4,4,3,3
gemma2:9b,data_VTC_survey,mauvaise_exp3,Agent_50,Je ne sais plus,4,4,4,3,3
gemma2:9b,data_VTC_survey,mauvaise_exp_autre,Agent_50,Champ texte libre — description de la mauvaise expérience si 'Autre' a été sélectionné dans 'mauvaise_exp'.,2,2,2,1,2
gemma2:9b,data_VTC_survey,trajet_domtrav_dometudes,Agent_50,Exceptionnellement,4,4,4,3,3
gemma2:9b,data_VTC_survey,accompagnement_proche,Agent_50,Exceptionnellement,4,4,4,3,3
gemma2:9b,data_VTC_survey,visite_proche,Agent_50,Exceptionnellement,4,4,4,3,3
gemma2:9b,data_VTC_survey,dep_pro,Agent_50,Exceptionnellement,4,4,4,3,3
gemma2:9b,data_VTC_survey,loisir,Agent_50,Exceptionnellement,4,4,4,3,3
gemma2:9b,data_VTC_survey,aeroport,Agent_50,Exceptionnellement,4,4,4,3,3
gemma2:9b,data_VTC_survey,gare_ou_tc,Agent_50,Exceptionnellement,4,4,4,3,3
gemma2:9b,data_VTC_survey,voyage_mode_principal,Agent_50,Exceptionnellement,4,4,4,3,3
gemma2:9b,data_VTC_survey,courses_ou_achats,Agent_50,Exceptionnellement,4,4,4,3,3
gemma2:9b,data_VTC_survey,courses_conventionnees,Agent_50,Exceptionnellement,4,4,4,3,3
gemma2:9b,data_VTC_survey,demarches_admin,Agent_50,Exceptionnellement,4,4,4,3,3
gemma2:9b,data_VTC_survey,raisons_usagevtc_potentiel1,Agent_50,Service de meilleur rapport qualité/prix par rapport aux taxis,4,4,4,3,3
gemma2:9b,data_VTC_survey,raisons_usagevtc_potentiel2,Agent_50,Service de meilleur rapport qualité/prix par rapport aux taxis,4,4,4,3,3
gemma2:9b,data_VTC_survey,raisons_usagevtc_potentiel3,Agent_50,Service de meilleur rapport qualité/prix par rapport aux taxis,4,4,4,3,3
gemma2:9b,data_VTC_survey,raisons_usagevtc_potentiel_autre,Agent_50,Champ texte libre — précision de la raison si 'Autre' a été sélectionné dans 'raisons_usagevtc_potentiel'.,2,2,2,1,2
gemma2:9b,data_VTC_survey,services_vtc_potentiels1,Agent_50,Acceptation des animaux à bord,4,4,4,3,3
gemma2:9b,data_VTC_survey,services_vtc_potentiels2,Agent_50,Acceptation des animaux à bord,4,4,4,3,3
gemma2:9b,data_VTC_survey,services_vtc_potentiels3,Agent_50,Acceptation des animaux à bord,4,4,4,3,3
